event_time,source_ip,source_country,request_uri,terminatingruleid,action,country_code,rule_code,uri_len
30:43.9,14.40.218.138,KR,/static/js/app.js,Default_Action,ALLOW,0,2,17
57:04.6,27.96.247.214,KR,/dashboard,Default_Action,ALLOW,0,2,10
43:13.0,14.32.190.196,KR,/api/products,Default_Action,ALLOW,0,2,13
36:21.2,58.122.179.33,KR,/profile,Default_Action,ALLOW,0,2,8
38:38.2,58.120.76.76,KR,/api/products/list,Default_Action,ALLOW,0,2,18
09:18.2,1.209.186.218,KR,/dashboard,Default_Action,ALLOW,0,2,10
46:50.4,1.209.86.94,KR,/api/orders,Default_Action,ALLOW,0,2,11
27:08.2,1.209.234.60,KR,/logout,Default_Action,ALLOW,0,2,7
55:08.4,27.100.157.120,KR,/contact,Default_Action,ALLOW,0,2,8
48:49.6,58.120.223.111,KR,/api/products,Default_Action,ALLOW,0,2,13
47:43.8,1.208.19.126,KR,/api/orders,Default_Action,ALLOW,0,2,11
06:14.7,1.208.65.80,KR,/api/users,Default_Action,ALLOW,0,2,10
44:20.6,125.128.70.101,KR,/products/1,Default_Action,ALLOW,0,2,11
16:20.4,58.122.129.74,KR,/checkout,Default_Action,ALLOW,0,2,9
47:08.5,14.32.116.237,KR,/api/products,Default_Action,ALLOW,0,2,13
52:01.3,27.96.148.212,KR,/api/users/profile,Default_Action,ALLOW,0,2,18
10:28.3,27.96.91.68,KR,/dashboard,Default_Action,ALLOW,0,2,10
34:05.4,14.40.195.189,KR,/search?q=phone,Default_Action,ALLOW,0,2,15
01:18.9,27.100.19.33,KR,/products/2,Default_Action,ALLOW,0,2,11
09:10.7,1.208.156.236,KR,/index.html,Default_Action,ALLOW,0,2,11
29:25.0,58.120.105.51,KR,/logout,Default_Action,ALLOW,0,2,7
49:42.6,27.96.161.10,KR,/about,Default_Action,ALLOW,0,2,6
26:40.9,125.128.151.248,KR,/login,Default_Action,ALLOW,0,2,6
38:15.5,58.122.138.164,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
12:07.5,58.120.245.228,KR,/checkout,Default_Action,ALLOW,0,2,9
29:15.8,58.122.161.133,KR,/logout,Default_Action,ALLOW,0,2,7
17:21.5,1.208.57.64,KR,/checkout,Default_Action,ALLOW,0,2,9
00:46.2,27.96.30.90,KR,/sitemap.xml,Default_Action,ALLOW,0,2,12
42:51.4,58.120.21.248,KR,/,Default_Action,ALLOW,0,2,1
06:29.5,125.130.33.159,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
32:18.2,58.120.0.98,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
51:44.3,58.122.31.26,KR,/profile,Default_Action,ALLOW,0,2,8
26:24.8,58.122.223.212,KR,/robots.txt,Default_Action,ALLOW,0,2,11
54:53.6,1.208.94.35,KR,/login,Default_Action,ALLOW,0,2,6
21:36.2,125.128.126.167,KR,/api/users/profile,Default_Action,ALLOW,0,2,18
27:32.3,58.120.36.79,KR,/robots.txt,Default_Action,ALLOW,0,2,11
14:27.8,125.128.8.232,KR,/products/1,Default_Action,ALLOW,0,2,11
05:58.9,27.96.41.85,KR,/products/1,Default_Action,ALLOW,0,2,11
18:12.3,27.96.115.70,KR,/products/3,Default_Action,ALLOW,0,2,11
37:20.9,14.32.10.89,KR,/products/3,Default_Action,ALLOW,0,2,11
10:58.1,14.40.55.244,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
03:46.9,14.32.177.74,KR,/cart,Default_Action,ALLOW,0,2,5
23:12.1,58.122.27.67,KR,/cart,Default_Action,ALLOW,0,2,5
29:23.1,125.128.104.19,KR,/robots.txt,Default_Action,ALLOW,0,2,11
56:04.8,1.209.21.4,KR,/sitemap.xml,Default_Action,ALLOW,0,2,12
15:21.3,58.122.53.227,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
36:53.6,125.130.181.113,KR,/favicon.ico,Default_Action,ALLOW,0,2,12
41:11.5,125.130.111.250,KR,/api/orders,Default_Action,ALLOW,0,2,11
35:53.3,1.208.34.234,KR,/api/users/profile,Default_Action,ALLOW,0,2,18
55:24.6,58.120.58.35,KR,/api/users,Default_Action,ALLOW,0,2,10
26:34.4,1.209.135.63,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
51:51.2,125.128.193.147,KR,/robots.txt,Default_Action,ALLOW,0,2,11
00:31.2,58.122.151.71,KR,/favicon.ico,Default_Action,ALLOW,0,2,12
18:47.1,1.208.60.211,KR,/api/products,Default_Action,ALLOW,0,2,13
47:23.1,125.130.253.134,KR,/api/products,Default_Action,ALLOW,0,2,13
55:49.5,14.40.227.137,KR,/profile,Default_Action,ALLOW,0,2,8
19:28.5,1.208.16.76,KR,/static/js/app.js,Default_Action,ALLOW,0,2,17
41:39.6,1.208.230.211,KR,/index.html,Default_Action,ALLOW,0,2,11
56:56.1,1.209.173.102,KR,/profile,Default_Action,ALLOW,0,2,8
35:29.5,14.40.31.205,KR,/robots.txt,Default_Action,ALLOW,0,2,11
05:35.0,58.120.189.156,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
53:41.6,125.130.153.106,KR,/robots.txt,Default_Action,ALLOW,0,2,11
52:36.4,58.120.175.254,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
00:02.1,14.40.135.244,KR,/checkout,Default_Action,ALLOW,0,2,9
43:47.2,58.122.87.241,KR,/dashboard,Default_Action,ALLOW,0,2,10
54:01.0,58.120.204.196,KR,/products/1,Default_Action,ALLOW,0,2,11
46:33.1,1.209.1.180,KR,/dashboard,Default_Action,ALLOW,0,2,10
35:24.5,125.130.209.11,KR,/logout,Default_Action,ALLOW,0,2,7
07:52.6,1.209.252.71,KR,/logout,Default_Action,ALLOW,0,2,7
27:53.6,1.208.131.51,KR,/api/orders,Default_Action,ALLOW,0,2,11
47:19.3,58.122.43.71,KR,/robots.txt,Default_Action,ALLOW,0,2,11
33:16.2,1.208.62.232,KR,/api/users/profile,Default_Action,ALLOW,0,2,18
45:54.4,14.32.216.39,KR,/index.html,Default_Action,ALLOW,0,2,11
14:06.2,58.120.99.251,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
46:47.6,1.208.87.30,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
26:22.0,27.100.42.98,KR,/checkout,Default_Action,ALLOW,0,2,9
30:04.6,125.130.134.126,KR,/dashboard,Default_Action,ALLOW,0,2,10
37:35.1,14.40.191.213,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
09:46.1,27.100.83.176,KR,/profile,Default_Action,ALLOW,0,2,8
31:27.6,14.32.249.242,KR,/api/v1/users,Default_Action,ALLOW,0,2,13
13:28.1,14.40.188.100,KR,/,Default_Action,ALLOW,0,2,1
27:19.5,27.100.133.204,KR,/index.html,Default_Action,ALLOW,0,2,11
11:07.0,125.130.24.75,KR,/api/health,Default_Action,ALLOW,0,2,11
38:32.1,14.32.143.41,KR,/profile,Default_Action,ALLOW,0,2,8
59:20.6,125.128.101.53,KR,/products/2,Default_Action,ALLOW,0,2,11
09:15.7,125.130.41.201,KR,/dashboard,Default_Action,ALLOW,0,2,10
57:16.3,14.40.171.133,KR,/api/orders,Default_Action,ALLOW,0,2,11
40:59.2,14.40.234.210,KR,/about,Default_Action,ALLOW,0,2,6
15:33.0,14.32.177.144,KR,/products/3,Default_Action,ALLOW,0,2,11
39:03.0,58.120.101.3,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
21:28.3,27.96.29.251,KR,/sitemap.xml,Default_Action,ALLOW,0,2,12
48:07.9,27.100.132.42,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
06:10.7,1.208.7.196,KR,/api/v1/users,Default_Action,ALLOW,0,2,13
38:01.7,27.96.232.119,KR,/index.html,Default_Action,ALLOW,0,2,11
27:01.8,27.96.177.231,KR,/api/users,Default_Action,ALLOW,0,2,10
03:44.2,27.100.251.65,KR,/products/3,Default_Action,ALLOW,0,2,11
40:25.5,125.128.234.33,KR,/checkout,Default_Action,ALLOW,0,2,9
27:07.5,125.128.105.186,KR,/profile,Default_Action,ALLOW,0,2,8
28:10.5,58.122.231.12,KR,/api/products/list,Default_Action,ALLOW,0,2,18
56:21.6,27.100.191.71,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
52:42.9,1.209.82.226,KR,/index.html,Default_Action,ALLOW,0,2,11
06:35.4,14.40.131.227,KR,/api/products/list,Default_Action,ALLOW,0,2,18
45:57.6,58.120.159.248,KR,/checkout,Default_Action,ALLOW,0,2,9
38:13.0,14.40.9.223,KR,/about,Default_Action,ALLOW,0,2,6
52:31.5,1.209.131.172,KR,/search?q=phone,Default_Action,ALLOW,0,2,15
18:37.6,125.128.100.221,KR,/search?q=phone,Default_Action,ALLOW,0,2,15
55:22.4,14.32.21.152,KR,/sitemap.xml,Default_Action,ALLOW,0,2,12
36:49.7,14.32.227.235,KR,/api/health,Default_Action,ALLOW,0,2,11
19:39.6,27.96.239.50,KR,/api/users,Default_Action,ALLOW,0,2,10
32:23.9,14.32.108.163,KR,/checkout,Default_Action,ALLOW,0,2,9
00:12.4,1.208.176.217,KR,/profile,Default_Action,ALLOW,0,2,8
06:32.0,27.100.47.72,KR,/profile,Default_Action,ALLOW,0,2,8
14:23.7,27.96.226.140,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
32:03.1,14.32.7.59,KR,/static/js/app.js,Default_Action,ALLOW,0,2,17
17:00.1,27.100.30.116,KR,/favicon.ico,Default_Action,ALLOW,0,2,12
50:46.0,1.209.119.254,KR,/about,Default_Action,ALLOW,0,2,6
26:19.0,125.128.20.95,KR,/,Default_Action,ALLOW,0,2,1
07:01.7,27.100.147.35,KR,/search?q=phone,Default_Action,ALLOW,0,2,15
57:40.5,58.122.146.140,KR,/sitemap.xml,Default_Action,ALLOW,0,2,12
42:15.5,1.209.127.115,KR,/index.html,Default_Action,ALLOW,0,2,11
01:41.4,1.209.90.182,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
37:11.7,125.130.216.75,KR,/products/3,Default_Action,ALLOW,0,2,11
34:36.9,125.130.71.29,KR,/products/2,Default_Action,ALLOW,0,2,11
48:29.9,27.100.198.118,KR,/profile,Default_Action,ALLOW,0,2,8
26:46.7,27.100.250.38,KR,/dashboard,Default_Action,ALLOW,0,2,10
31:55.1,58.120.154.98,KR,/,Default_Action,ALLOW,0,2,1
31:13.8,125.130.184.135,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
45:04.0,125.128.197.14,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
34:26.9,58.122.230.3,KR,/,Default_Action,ALLOW,0,2,1
19:58.0,1.208.169.219,KR,/dashboard,Default_Action,ALLOW,0,2,10
17:20.1,125.130.105.231,KR,/api/users,Default_Action,ALLOW,0,2,10
42:22.8,125.128.224.116,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
01:17.2,27.100.37.18,KR,/index.html,Default_Action,ALLOW,0,2,11
24:00.5,1.208.195.122,KR,/api/users,Default_Action,ALLOW,0,2,10
13:05.9,1.209.147.247,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
29:15.2,1.208.6.130,KR,/api/products,Default_Action,ALLOW,0,2,13
46:59.9,14.32.246.219,KR,/api/products,Default_Action,ALLOW,0,2,13
56:19.4,125.130.247.144,KR,/robots.txt,Default_Action,ALLOW,0,2,11
52:02.0,27.96.222.232,KR,/static/css/main.css,Default_Action,ALLOW,0,2,20
17:51.1,58.120.178.42,KR,/api/orders,Default_Action,ALLOW,0,2,11
21:11.3,58.120.84.29,KR,/static/js/app.js,Default_Action,ALLOW,0,2,17
25:41.3,125.128.209.46,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
54:27.7,1.209.184.110,KR,/checkout,Default_Action,ALLOW,0,2,9
53:16.2,58.120.169.101,KR,/login,Default_Action,ALLOW,0,2,6
37:59.5,14.32.238.48,KR,/robots.txt,Default_Action,ALLOW,0,2,11
20:28.7,14.32.210.86,KR,/checkout,Default_Action,ALLOW,0,2,9
19:30.1,27.100.33.47,KR,/checkout,Default_Action,ALLOW,0,2,9
23:27.2,1.209.55.94,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
23:44.4,58.120.223.151,KR,/login,Default_Action,ALLOW,0,2,6
42:46.8,58.122.57.39,KR,/about,Default_Action,ALLOW,0,2,6
14:11.9,27.100.98.92,KR,/profile,Default_Action,ALLOW,0,2,8
28:47.9,58.120.252.83,KR,/profile,Default_Action,ALLOW,0,2,8
35:51.7,14.32.119.138,KR,/api/users/profile,Default_Action,ALLOW,0,2,18
51:45.9,27.96.196.83,KR,/products/2,Default_Action,ALLOW,0,2,11
52:05.7,1.209.210.119,KR,/cart,Default_Action,ALLOW,0,2,5
45:47.6,27.96.141.132,KR,/favicon.ico,Default_Action,ALLOW,0,2,12
58:34.8,27.100.235.9,KR,/api/orders,Default_Action,ALLOW,0,2,11
56:16.9,27.96.220.132,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
08:46.5,27.96.30.237,KR,/products/1,Default_Action,ALLOW,0,2,11
54:58.9,27.100.35.83,KR,/index.html,Default_Action,ALLOW,0,2,11
17:46.9,125.128.251.107,KR,/checkout,Default_Action,ALLOW,0,2,9
15:34.8,27.96.243.239,KR,/index.html,Default_Action,ALLOW,0,2,11
57:18.8,125.128.195.214,KR,/cart,Default_Action,ALLOW,0,2,5
58:06.8,14.32.142.61,KR,/api/users/profile,Default_Action,ALLOW,0,2,18
41:24.8,125.130.16.180,KR,/index.html,Default_Action,ALLOW,0,2,11
03:52.5,125.128.59.167,KR,/logout,Default_Action,ALLOW,0,2,7
49:56.4,58.120.71.246,KR,/products/2,Default_Action,ALLOW,0,2,11
52:25.9,1.208.42.152,KR,/login,Default_Action,ALLOW,0,2,6
09:37.6,1.208.201.135,KR,/index.html,Default_Action,ALLOW,0,2,11
30:56.8,125.130.161.111,KR,/api/products/list,Default_Action,ALLOW,0,2,18
19:40.0,1.208.75.204,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
12:00.5,125.130.26.150,KR,/static/js/app.js,Default_Action,ALLOW,0,2,17
22:33.2,125.128.107.169,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
28:43.9,1.208.176.204,KR,/products/1,Default_Action,ALLOW,0,2,11
30:41.1,58.120.45.49,KR,/contact,Default_Action,ALLOW,0,2,8
08:05.3,14.40.100.67,KR,/api/users/profile,Default_Action,ALLOW,0,2,18
54:32.3,58.122.87.161,KR,/contact,Default_Action,ALLOW,0,2,8
47:36.8,58.120.159.42,KR,/products/2,Default_Action,ALLOW,0,2,11
19:19.2,14.32.69.172,KR,/api/users,Default_Action,ALLOW,0,2,10
34:43.6,1.208.35.62,KR,/cart,Default_Action,ALLOW,0,2,5
30:08.2,58.120.117.4,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
11:40.6,58.122.55.232,KR,/checkout,Default_Action,ALLOW,0,2,9
51:33.2,58.120.109.32,KR,/api/orders,Default_Action,ALLOW,0,2,11
25:06.7,58.122.173.137,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
46:25.1,1.209.190.231,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
16:49.3,1.208.48.167,KR,/login,Default_Action,ALLOW,0,2,6
38:38.0,14.32.216.219,KR,/profile,Default_Action,ALLOW,0,2,8
44:17.3,14.40.133.115,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
28:26.4,1.209.123.219,KR,/api/products,Default_Action,ALLOW,0,2,13
21:12.5,58.120.41.193,KR,/contact,Default_Action,ALLOW,0,2,8
51:17.7,14.32.187.169,KR,/api/products,Default_Action,ALLOW,0,2,13
37:56.5,125.128.201.96,KR,/api/products,Default_Action,ALLOW,0,2,13
25:57.5,125.130.57.96,KR,/static/css/main.css,Default_Action,ALLOW,0,2,20
19:13.5,125.128.226.108,KR,/api/products,Default_Action,ALLOW,0,2,13
17:30.3,125.128.221.153,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
07:08.0,58.122.206.108,KR,/static/js/app.js,Default_Action,ALLOW,0,2,17
44:26.2,27.100.29.219,KR,/api/v1/users,Default_Action,ALLOW,0,2,13
33:53.2,27.100.122.111,KR,/api/health,Default_Action,ALLOW,0,2,11
52:40.0,14.32.225.35,KR,/static/js/app.js,Default_Action,ALLOW,0,2,17
58:40.3,27.96.177.158,KR,/static/css/main.css,Default_Action,ALLOW,0,2,20
06:08.9,1.208.125.114,KR,/favicon.ico,Default_Action,ALLOW,0,2,12
04:56.5,1.209.231.197,KR,/cart,Default_Action,ALLOW,0,2,5
17:04.7,27.96.125.46,KR,/products/2,Default_Action,ALLOW,0,2,11
23:36.3,125.130.160.30,KR,/checkout,Default_Action,ALLOW,0,2,9
58:17.0,14.32.103.244,KR,/checkout,Default_Action,ALLOW,0,2,9
11:14.5,58.120.233.196,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
55:13.5,27.96.140.151,KR,/profile,Default_Action,ALLOW,0,2,8
08:29.6,125.130.209.101,KR,/static/js/app.js,Default_Action,ALLOW,0,2,17
17:24.2,125.128.5.237,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
47:55.6,1.208.188.57,KR,/products/1,Default_Action,ALLOW,0,2,11
02:41.5,125.128.162.244,KR,/about,Default_Action,ALLOW,0,2,6
39:44.6,14.40.59.26,KR,/index.html,Default_Action,ALLOW,0,2,11
42:13.4,14.32.201.75,KR,/robots.txt,Default_Action,ALLOW,0,2,11
55:44.7,125.128.181.150,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
34:17.2,58.122.104.43,KR,/robots.txt,Default_Action,ALLOW,0,2,11
49:15.6,27.96.83.60,KR,/products/3,Default_Action,ALLOW,0,2,11
56:24.6,58.120.184.236,KR,/cart,Default_Action,ALLOW,0,2,5
02:34.8,125.128.58.212,KR,/dashboard,Default_Action,ALLOW,0,2,10
06:40.8,1.208.169.227,KR,/api/health,Default_Action,ALLOW,0,2,11
33:06.5,125.130.255.233,KR,/api/users/profile,Default_Action,ALLOW,0,2,18
22:29.2,1.209.194.82,KR,/products/1,Default_Action,ALLOW,0,2,11
45:26.7,125.128.103.210,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
01:41.2,125.128.138.184,KR,/static/css/main.css,Default_Action,ALLOW,0,2,20
52:07.0,1.208.27.27,KR,/sitemap.xml,Default_Action,ALLOW,0,2,12
45:15.7,14.40.176.217,KR,/favicon.ico,Default_Action,ALLOW,0,2,12
25:54.0,125.130.170.176,KR,/sitemap.xml,Default_Action,ALLOW,0,2,12
24:24.5,27.100.225.205,KR,/products/3,Default_Action,ALLOW,0,2,11
39:16.8,14.32.11.146,KR,/about,Default_Action,ALLOW,0,2,6
44:50.3,27.100.165.160,KR,/dashboard,Default_Action,ALLOW,0,2,10
40:43.3,14.40.196.110,KR,/logout,Default_Action,ALLOW,0,2,7
24:30.3,1.209.63.145,KR,/api/health,Default_Action,ALLOW,0,2,11
40:59.2,27.96.117.6,KR,/api/health,Default_Action,ALLOW,0,2,11
56:38.1,1.208.92.197,KR,/api/products,Default_Action,ALLOW,0,2,13
18:47.0,27.96.100.151,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
31:36.9,27.96.160.250,KR,/products/3,Default_Action,ALLOW,0,2,11
58:10.0,125.128.30.37,KR,/cart,Default_Action,ALLOW,0,2,5
02:41.3,14.32.151.160,KR,/products/1,Default_Action,ALLOW,0,2,11
29:47.7,58.120.239.141,KR,/sitemap.xml,Default_Action,ALLOW,0,2,12
19:57.0,14.40.44.213,KR,/search?q=phone,Default_Action,ALLOW,0,2,15
19:19.5,58.122.127.102,KR,/api/orders,Default_Action,ALLOW,0,2,11
26:10.1,125.130.73.86,KR,/search?q=phone,Default_Action,ALLOW,0,2,15
24:05.9,14.40.137.227,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
24:48.0,27.100.94.66,KR,/logout,Default_Action,ALLOW,0,2,7
22:36.4,27.96.17.234,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
38:38.9,27.100.62.201,KR,/index.html,Default_Action,ALLOW,0,2,11
33:19.7,14.32.68.139,KR,/favicon.ico,Default_Action,ALLOW,0,2,12
43:58.5,125.130.107.199,KR,/search?q=shoes,Default_Action,ALLOW,0,2,15
46:55.8,14.40.159.122,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
50:19.6,27.100.242.39,KR,/profile,Default_Action,ALLOW,0,2,8
02:08.4,1.209.131.10,KR,/contact,Default_Action,ALLOW,0,2,8
48:19.5,27.100.212.151,KR,/logout,Default_Action,ALLOW,0,2,7
25:00.9,27.96.146.46,KR,/search?q=phone,Default_Action,ALLOW,0,2,15
18:13.8,27.100.213.86,KR,/favicon.ico,Default_Action,ALLOW,0,2,12
34:53.0,58.122.102.126,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
38:11.5,27.96.38.70,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
43:47.8,1.209.238.15,KR,/products/3,Default_Action,ALLOW,0,2,11
42:53.4,27.96.91.177,KR,/products/1,Default_Action,ALLOW,0,2,11
31:34.6,14.40.79.122,KR,/sitemap.xml,Default_Action,ALLOW,0,2,12
21:46.2,27.100.234.142,KR,/api/products/list,Default_Action,ALLOW,0,2,18
55:49.7,27.100.229.9,KR,/products/3,Default_Action,ALLOW,0,2,11
25:14.2,14.40.195.113,KR,/api/products,Default_Action,ALLOW,0,2,13
45:46.3,58.120.27.193,KR,/api/products,Default_Action,ALLOW,0,2,13
44:32.2,125.128.23.236,KR,/api/orders,Default_Action,ALLOW,0,2,11
35:31.7,14.40.73.18,KR,/products/1,Default_Action,ALLOW,0,2,11
04:19.4,1.208.213.116,KR,/cart,Default_Action,ALLOW,0,2,5
38:22.4,125.130.46.213,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
25:44.8,27.100.211.171,KR,/products/3,Default_Action,ALLOW,0,2,11
40:02.8,27.96.226.99,KR,/cart,Default_Action,ALLOW,0,2,5
04:36.4,27.100.147.171,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
52:40.3,1.208.140.50,KR,/favicon.ico,Default_Action,ALLOW,0,2,12
33:10.8,125.130.4.122,KR,/products/2,Default_Action,ALLOW,0,2,11
02:27.0,1.208.143.123,KR,/static/js/app.js,Default_Action,ALLOW,0,2,17
48:07.8,1.209.134.78,KR,/contact,Default_Action,ALLOW,0,2,8
31:38.6,58.122.235.210,KR,/api/health,Default_Action,ALLOW,0,2,11
05:16.7,125.130.192.156,KR,/api/products/list,Default_Action,ALLOW,0,2,18
06:44.0,1.208.21.208,KR,/contact,Default_Action,ALLOW,0,2,8
44:41.5,125.128.168.131,KR,/login,Default_Action,ALLOW,0,2,6
49:22.4,14.40.55.53,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
32:12.2,14.40.213.165,KR,/search?q=clothes,Default_Action,ALLOW,0,2,17
41:34.5,58.122.172.211,KR,/api/v1/users,Default_Action,ALLOW,0,2,13
09:34.8,58.122.15.94,KR,/,Default_Action,ALLOW,0,2,1
28:07.0,58.120.60.91,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
41:23.0,125.128.174.228,KR,/dashboard,Default_Action,ALLOW,0,2,10
57:49.6,1.208.252.29,KR,/api/products/list,Default_Action,ALLOW,0,2,18
41:15.1,58.120.19.86,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
53:56.1,1.208.110.193,KR,/profile,Default_Action,ALLOW,0,2,8
29:16.9,125.130.78.57,KR,/static/css/main.css,Default_Action,ALLOW,0,2,20
57:14.7,58.122.231.119,KR,/contact,Default_Action,ALLOW,0,2,8
12:28.5,58.120.179.13,KR,/index.html,Default_Action,ALLOW,0,2,11
02:38.0,1.209.145.83,KR,/api/products,Default_Action,ALLOW,0,2,13
43:50.5,27.96.122.145,KR,/products/1,Default_Action,ALLOW,0,2,11
07:19.5,14.40.230.127,KR,/robots.txt,Default_Action,ALLOW,0,2,11
51:50.6,14.40.89.74,KR,/products/2,Default_Action,ALLOW,0,2,11
53:23.2,27.100.112.98,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
36:32.1,14.32.112.236,KR,/profile,Default_Action,ALLOW,0,2,8
33:33.6,14.32.113.181,KR,/checkout,Default_Action,ALLOW,0,2,9
45:47.8,27.100.153.3,KR,/robots.txt,Default_Action,ALLOW,0,2,11
40:25.0,58.122.155.20,KR,/api/health,Default_Action,ALLOW,0,2,11
49:24.4,125.130.107.217,KR,/,Default_Action,ALLOW,0,2,1
35:04.0,58.120.17.94,KR,/api/v1/products,Default_Action,ALLOW,0,2,16
25:28.9,125.130.213.21,KR,/logout,Default_Action,ALLOW,0,2,7
34:40.9,14.40.236.56,KR,/products/2,Default_Action,ALLOW,0,2,11
50:53.9,14.32.229.125,KR,/,Default_Action,ALLOW,0,2,1
48:38.6,1.208.12.239,KR,/static/images/logo.png,Default_Action,ALLOW,0,2,23
