event_time,source_ip,source_country,request_uri,terminatingruleid,action,country_code,rule_code,uri_len
30:39.8,166.69.130.185,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,5.188.130.96,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,70.168.240.201,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,145.125.7.228,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,17.14.83.202,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,166.149.229.126,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,205.37.246.147,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,70.215.230.254,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,3.86.76.164,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,240.221.241.45,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,117.68.110.13,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,28.166.92.77,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,24.202.120.215,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,121.17.124.104,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,82.172.165.50,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,126.137.196.159,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,238.58.244.140,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,203.15.209.248,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,206.189.233.203,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,218.214.80.2,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,65.120.136.111,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,177.101.10.71,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,80.167.206.176,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,63.68.131.240,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,106.47.157.141,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,226.17.126.138,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,105.160.180.132,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,27.148.120.145,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,46.125.87.55,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,162.10.86.165,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,42.77.250.118,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,77.22.177.67,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,141.71.30.35,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,240.233.208.153,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,172.250.243.99,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,244.188.81.248,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,255.102.8.71,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,16.245.159.180,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,21.41.229.248,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,78.119.110.222,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,92.211.180.60,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,225.190.49.239,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,103.175.98.139,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,201.177.101.51,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,28.177.219.157,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,209.68.71.128,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,143.8.205.52,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,45.201.96.104,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,128.97.113.237,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,67.2.187.69,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,203.186.10.29,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,36.227.204.126,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,52.74.254.153,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,63.136.106.30,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,2.215.4.37,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,117.163.213.29,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,62.171.131.45,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,26.7.247.94,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,180.204.176.241,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,233.163.38.46,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,120.58.24.241,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,12.90.100.236,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,206.170.252.183,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,68.83.228.154,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,172.20.192.157,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,2.139.210.136,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,111.115.87.124,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,72.239.7.26,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,140.55.187.104,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,193.237.244.67,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,5.157.170.92,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,28.200.121.38,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,211.6.226.199,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,144.80.100.203,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,51.18.14.200,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,109.112.187.125,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,135.33.204.63,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,11.102.135.191,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,100.171.97.29,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,164.164.99.15,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,219.156.136.146,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,154.14.161.117,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,127.89.1.187,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,216.4.67.254,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,118.105.140.110,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,239.184.90.230,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,195.234.205.196,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,94.116.31.69,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,255.17.11.172,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,71.184.97.149,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,13.77.82.72,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,61.49.118.96,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,114.160.82.190,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,45.131.218.147,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,206.206.67.190,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,223.141.172.210,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,210.169.157.72,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,10.238.65.210,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,229.74.2.106,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,172.21.185.80,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,61.147.171.27,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,131.62.130.198,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,134.134.43.121,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,8.57.23.14,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,144.106.210.102,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,197.16.200.78,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,31.11.182.196,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,232.40.204.157,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,132.194.237.42,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,128.152.231.150,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,102.104.56.24,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,211.189.126.118,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,88.14.74.75,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,169.105.78.139,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,218.59.12.51,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,136.148.179.108,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,219.132.68.167,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,33.100.231.47,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,227.195.67.177,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,128.58.80.194,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,224.28.191.249,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,242.170.149.215,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,29.59.131.85,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,152.114.144.213,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,55.77.25.154,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,174.241.198.162,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,225.102.94.177,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,32.140.170.230,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,118.67.5.104,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,166.124.147.166,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,52.119.7.226,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,94.126.93.215,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,31.141.47.250,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,75.73.105.247,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,144.95.113.122,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,47.168.2.220,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,101.72.20.124,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,13.102.175.115,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,59.235.247.78,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,212.59.96.204,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,157.65.153.195,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,109.236.234.59,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,218.21.51.125,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,249.201.125.44,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,76.58.85.123,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,183.135.187.102,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,215.223.160.169,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,183.56.246.248,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,88.60.167.126,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,135.58.69.198,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,135.85.216.121,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,116.133.102.112,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,213.25.92.78,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,200.119.148.153,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,199.184.143.73,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,129.142.18.251,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,61.223.21.52,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,84.187.136.195,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,224.218.36.4,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,197.66.171.133,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,188.189.146.63,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,160.190.102.2,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,129.114.125.117,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,108.231.64.185,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,107.64.233.190,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,123.194.73.21,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,185.159.49.33,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,174.104.84.246,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,30.91.48.72,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,48.197.32.19,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,40.5.92.117,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,127.233.91.158,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,200.163.154.6,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,94.176.160.189,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,11.13.65.196,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,81.181.230.155,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,137.78.41.222,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,242.255.120.181,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,194.67.119.60,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,211.63.39.109,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,108.9.81.15,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,253.164.248.74,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,242.40.83.60,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,88.48.146.93,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,197.214.27.106,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,202.237.50.29,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,99.201.232.227,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,222.126.190.12,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,47.54.186.62,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,10.122.169.159,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,32.189.197.197,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,197.20.212.200,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,78.40.162.154,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,155.88.99.123,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,234.110.207.63,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,237.153.225.209,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,232.65.175.33,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,252.7.24.47,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,112.123.98.224,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,185.188.143.248,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,195.150.245.171,NL,/,Allow-Only-Korea,BLOCK,1,1,10
31:14.0,118.124.209.60,US,/,Allow-Only-Korea,BLOCK,2,1,10
36:30.6,150.170.13.213,NL,/,Allow-Only-Korea,BLOCK,1,1,10
20:08.0,61.194.127.232,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
24:32.1,89.35.31.251,NL,/,Allow-Only-Korea,BLOCK,1,1,10
27:14.6,143.144.175.109,KR,/,AWS-AWSManagedRulesSQLiRuleSet,BLOCK,0,0,10
42:13.1,150.188.41.224,US,/,Allow-Only-Korea,BLOCK,2,1,10
17:47.2,197.121.148.30,NL,/,Allow-Only-Korea,BLOCK,1,1,10
30:39.8,83.58.20.92,NL,/,Allow-Only-Korea,BLOCK,1,1,10
